Date UTC;T° (C);P (hPa);HR (%);P.rosée (°C);Visi (km);Vt. moy. (km/h);Vt. raf. (km/h);Vt. dir (°);RR 3h (mm);Neige (cm);Nebul. (octats)
14/04/16 06h00;8.7;1007.5;96;8.1;15;18.52;27.78;130;0;;7
14/04/16 09h00;10.2;1006.9;90;8.6;14;20.372;31.484;130;0;;8
14/04/16 12h00;10.3;1004.1;83;7.5;20;29.632;55.56;120;1;;8
14/04/16 15h00;11.4;1002.9;83;8.6;12;25.928;53.708;200;2;;7
14/04/16 18h00;11.7;1002.9;80;8.4;25;31.484;51.856;190;0;;7
14/04/16 21h00;10.9;1002.9;82;7.9;18;31.484;53.708;190;0;0;7
15/04/16 00h00;10;1002.7;87;7.9;3;38.892;62.968;210;0;0;8
15/04/16 03h00;9.5;1001.3;90;7.9;8;42.596;72.228;210;1;;8
15/04/16 06h00;10;1000.7;87;7.9;17;40.744;64.82;220;0;;8
15/04/16 09h00;10.4;1002.3;87;8.3;7;35.188;55.56;240;;;8
15/04/16 12h00;11.2;1003.5;86;8.9;20;18.52;40.744;270;2;;7
15/04/16 15h00;11.6;1004.3;76;7.5;25;18.52;35.188;290;0;;7
15/04/16 18h00;10.8;1004.3;77;6.9;25;11.112;22.224;300;;;7
15/04/16 21h00;9.5;1005.2;79;6;15;12.964;25.928;300;0;;7
16/04/16 00h00;8.9;1004.9;91;7.5;4;5.556;12.964;270;0;0;8
16/04/16 03h00;5.8;1004.6;90;4.3;8;5.556;14.816;260;0;;1
16/04/16 06h00;5.6;1004.9;89;3.9;15;7.408;12.964;280;;;5
16/04/16 09h00;8.9;1006.4;69;3.5;15;18.52;29.632;350;0;;6
16/04/16 12h00;9.5;1007.7;60;2.1;15;14.816;31.484;340;0;;5
16/04/16 15h00;9.8;1008.1;58;1.9;15;18.52;38.892;360;0;;5
16/04/16 18h00;7.5;1009.4;61;0.5;25;16.668;33.336;360;0;;3
16/04/16 21h00;5.3;1011.2;68;-0.1;25;9.26;18.52;360;0;;1
17/04/16 00h00;3;1012.9;81;0.1;55;7.408;7.408;320;0;0;7
17/04/16 03h00;2.5;1013.8;81;-0.4;25;7.408;11.112;70;0;;2
17/04/16 06h00;3.3;1015.3;77;-0.3;40;5.556;9.26;330;0;;2
17/04/16 09h00;9.5;1017.1;54;0.6;40;18.52;29.632;340;0;;3
17/04/16 12h00;10.4;1018.3;50;0.4;40;18.52;33.336;360;0;;3
17/04/16 15h00;10.4;1019.4;52;1;40;14.816;33.336;360;0;;4
17/04/16 18h00;9.4;1020.4;51;-0.2;40;11.112;24.076;10;0;;1
17/04/16 21h00;4.4;1022.3;75;0.4;40;3.704;5.556;10;0;;0
18/04/16 00h00;1.7;1023.4;87;-0.2;21;1.852;3.704;230;0;0;
18/04/16 03h00;1;1023.6;91;-0.3;20;3.704;5.556;180;0;;0
18/04/16 06h00;1.3;1024.2;93;0.3;15;1.852;3.704;160;0;;1
18/04/16 09h00;9.3;1025.4;59;1.7;30;3.704;9.26;320;0;;5
18/04/16 12h00;12.6;1025.6;50;2.4;30;7.408;14.816;100;0;;5
18/04/16 15h00;11.9;1025.2;55;3.1;30;11.112;20.372;30;0;;5
18/04/16 18h00;10.1;1025.4;58;2.2;40;14.816;25.928;360;0;;1
18/04/16 21h00;5.5;1027.2;77;1.8;40;5.556;14.816;40;0;;0
19/04/16 00h00;5;1026.9;81;2;45;7.408;20.372;90;0;0;
19/04/16 03h00;5.4;1026;78;1.9;40;16.668;24.076;80;0;;0
19/04/16 06h00;5;1025.7;81;2;30;9.26;16.668;60;0;;1
19/04/16 09h00;12.6;1025.6;52;3;40;20.372;31.484;100;0;;2
19/04/16 12h00;15.8;1024.4;44;3.6;30;20.372;31.484;70;0;;2
19/04/16 15h00;15.5;1022.7;57;7;35;31.484;46.3;40;0;;3
19/04/16 18h00;12;1022.4;69;6.5;20;27.78;46.3;50;0;;2
19/04/16 21h00;9.5;1022.4;76;5.5;15;31.484;48.152;60;0;;5
20/04/16 00h00;8.4;1022.7;80;5.1;0;16.668;31.484;70;0;;
20/04/16 03h00;8.1;1022.1;80;4.9;15;14.816;25.928;60;0;;6
20/04/16 06h00;7.8;1021.1;80;4.6;15;24.076;40.744;70;0;;5
20/04/16 09h00;11.1;1020.3;64;4.5;19;24.076;38.892;70;0;0;8
20/04/16 12h00;14.8;1019.4;53;5.3;19;29.632;42.596;60;0;0;8
20/04/16 15h00;14.8;1017.6;55;5.8;19;31.484;46.3;70;0;;7
20/04/16 18h00;13.1;1018.6;66;6.9;20;20.372;31.484;70;0;;8
20/04/16 21h00;11.4;1018.3;74;6.9;15;16.668;29.632;70;;;8
21/04/16 00h00;10.2;1018;90;8.6;7;12.964;18.52;40;1;0;8
21/04/16 03h00;9.8;1016.9;92;8.6;8;11.112;20.372;40;;;8
21/04/16 06h00;10.7;1016.8;84;8.1;10;9.26;11.112;80;;;8
21/04/16 09h00;13;1017.3;72;8.1;18;5.556;11.112;110;;;8
21/04/16 12h00;14.6;1017.8;71;9.4;21;0;5.556;0;0;;8
21/04/16 15h00;19;1017.1;52;8.9;23;5.556;14.816;190;0;;7
21/04/16 18h00;15.1;1017.5;69;9.5;25;5.556;11.112;20;0;;8
21/04/16 21h00;11.4;1019;85;9;9;1.852;7.408;230;0;;7
22/04/16 00h00;10.5;1019.1;93;9.4;3.6;7.408;12.964;220;0;0;8
22/04/16 03h00;10.6;1019.1;96;10;2;1.852;9.26;270;0;;8
22/04/16 06h00;9.8;1019.1;96;9.2;0.4;7.408;16.668;250;0;;8
22/04/16 09h00;11.8;1019.7;86;9.5;10;12.964;22.224;260;0;;7
22/04/16 12h00;15.1;1019;71;9.9;16;16.668;25.928;260;0;;6
22/04/16 15h00;14.3;1018.4;74;9.7;25;16.668;27.78;300;0;;7
22/04/16 18h00;11.7;1018.3;86;9.4;15;11.112;25.928;300;0;;8
22/04/16 21h00;10.6;1018.6;93;9.5;10;7.408;14.816;340;0;;8
23/04/16 00h00;10.2;1018.4;93;9.1;0;3.704;11.112;330;0;;
23/04/16 03h00;9.9;1017.8;93;8.8;2;5.556;7.408;340;0;;8
23/04/16 06h00;9.2;1018;92;8;2.5;7.408;18.52;30;0;;8
23/04/16 09h00;8.8;1019.5;89;7.1;10;22.224;35.188;60;;;8
23/04/16 12h00;10.6;1020.5;62;3.6;25;27.78;42.596;50;0;;7
23/04/16 15h00;10.5;1021.2;57;2.3;25;25.928;42.596;40;0;;2
23/04/16 18h00;8.6;1022.5;58;0.8;25;20.372;38.892;40;0;;1
23/04/16 21h00;4.8;1024.1;72;0.2;45;7.408;12.964;360;0;0;
24/04/16 00h00;4;1024.9;78;0.5;30;7.408;9.26;340;0;0;
24/04/16 03h00;3;1024.3;85;0.7;20;7.408;9.26;300;0;;1
24/04/16 06h00;4.8;1024.2;89;3.1;45;5.556;9.26;310;0;0;8
24/04/16 09h00;9.8;1024.1;61;2.6;20;14.816;25.928;330;0;;7
24/04/16 12h00;10.7;1023.5;65;4.4;20;24.076;42.596;340;0;;7
24/04/16 15h00;11.8;1023.4;56;3.3;20;24.076;42.596;340;0;;5
24/04/16 18h00;10.2;1023.6;58;2.3;30;16.668;27.78;350;0;;3
24/04/16 21h00;6.5;1024.2;76;2.6;30;7.408;11.112;330;0;;2
25/04/16 00h00;3.5;1023.8;88;1.7;17;5.556;9.26;260;0;0;
25/04/16 03h00;2.3;1022.1;88;0.5;20;3.704;7.408;230;0;;2
25/04/16 06h00;6.2;1020.3;76;2.3;20;9.26;12.964;270;0;;8
25/04/16 09h00;9.4;1019;69;4;25;20.372;35.188;280;0;;8
25/04/16 12h00;10;1017.2;78;6.3;25;18.52;42.596;290;;;7
25/04/16 15h00;10.3;1015.6;73;5.7;20;24.076;44.448;320;0;;7
25/04/16 18h00;8.9;1014.7;80;5.6;20;16.668;40.744;310;0;;7
25/04/16 21h00;8.2;1014.6;82;5.3;20;9.26;18.52;310;;;7
26/04/16 00h00;7.8;1013.7;82;4.9;55;11.112;22.224;300;0;0;
26/04/16 03h00;8.5;1012;91;7.1;20;12.964;22.224;280;0;;7
26/04/16 06h00;6.4;1013.1;82;3.5;20;5.556;18.52;350;2;;7
26/04/16 09h00;7.9;1013.7;66;1.9;20;22.224;38.892;340;0;;7
26/04/16 12h00;8.6;1014.3;54;-0.2;20;25.928;44.448;330;0;;7
26/04/16 15h00;8.7;1014.5;50;-1.2;20;25.928;44.448;340;0;;5
26/04/16 18h00;7.9;1015.2;53;-1.1;40;20.372;44.448;350;0;0;
26/04/16 21h00;5.7;1016.4;62;-1;20;9.26;20.372;350;0;;3
27/04/16 00h00;5;1016.7;74;0.7;60;5.556;27.78;330;;0;
27/04/16 03h00;4.1;1016.4;85;1.8;25;7.408;18.52;260;;;7
27/04/16 06h00;4.8;1016;84;2.3;25;3.704;7.408;270;0;;7
27/04/16 09h00;7.6;1016.3;74;3.3;25;5.556;16.668;340;0;;5
27/04/16 12h00;9.6;1015.9;59;2;25;20.372;33.336;340;0;;7
27/04/16 15h00;9.6;1016;51;-0.1;25;22.224;33.336;340;0;;6
27/04/16 18h00;8.2;1016.4;51;-1.4;30;20.372;33.336;330;0;;5
27/04/16 21h00;5.2;1017.8;65;-0.8;30;7.408;16.668;320;0;;2
28/04/16 00h00;3.6;1018.2;66;-2.2;60;5.556;11.112;320;0;0;
28/04/16 03h00;0.2;1018.1;80;-2.8;30;3.704;7.408;270;0;;0
28/04/16 06h00;3.7;1018.1;83;1.1;30;7.408;9.26;200;0;;7
28/04/16 09h00;8.5;1018.4;72;3.7;30;7.408;20.372;260;0;;6
28/04/16 12h00;10.2;1018.2;58;2.3;35;18.52;31.484;320;0;0;7
28/04/16 15h00;12.2;1018.2;52;2.6;30;20.372;33.336;280;0;;3
28/04/16 18h00;10.1;1017.9;65;3.8;30;20.372;37.04;270;0;;7
28/04/16 21h00;6.9;1017.7;84;4.4;30;12.964;18.52;240;0;;5
29/04/16 00h00;7.1;1017.1;88;5.2;15;11.112;29.632;260;0;0;
29/04/16 03h00;6.9;1016.2;92;5.7;9;11.112;22.224;270;1;;7
29/04/16 06h00;7.2;1015.6;88;5.3;55;12.964;25.928;250;0;0;
29/04/16 09h00;10.7;1015.6;73;6.1;20;20.372;37.04;260;0;;7
29/04/16 12h00;7.8;1015.7;87;5.8;5;20.372;53.708;300;1;;7
29/04/16 15h00;7.9;1015.7;88;6;10;11.112;22.224;360;3;;7
29/04/16 18h00;6.8;1015.6;87;4.8;15;7.408;16.668;360;4;;8
29/04/16 21h00;5.6;1016.9;85;3.3;20;3.704;25.928;40;3;;7
30/04/16 00h00;5.7;1018.1;76;1.8;0;11.112;20.372;350;0;;
30/04/16 03h00;5.6;1019.9;75;1.5;20;11.112;20.372;350;0;;3
30/04/16 06h00;5.8;1022.2;73;1.3;25;9.26;20.372;340;0;;3
30/04/16 09h00;10;1024.3;52;0.6;35;20.372;37.04;350;0;;3
30/04/16 12h00;11.5;1025.8;49;1.1;20;18.52;37.04;350;0;;4
30/04/16 15h00;12;1026.8;53;2.7;30;20.372;35.188;310;0;;4
30/04/16 18h00;10.5;1028;57;2.3;50;14.816;29.632;330;0;;1
30/04/16 21h00;4.6;1029.8;77;0.9;50;5.556;9.26;260;0;;1
01/05/16 00h00;3.4;1030;87;1.4;55;5.556;7.408;250;0;0;
01/05/16 03h00;3.2;1029.8;89;1.6;50;5.556;7.408;220;0;;0
01/05/16 06h00;5.1;1029.9;92;3.9;40;11.112;12.964;160;0;;3
01/05/16 09h00;10.4;1030;71;5.4;40;18.52;27.78;180;0;;7
01/05/16 12h00;10.8;1029.8;83;8;10;24.076;35.188;210;;;7
01/05/16 15h00;11;1029.5;91;9.6;16;18.52;33.336;200;;;7
01/05/16 18h00;11.9;1029;86;9.6;25;14.816;24.076;230;0;;8
01/05/16 21h00;11.1;1029.2;89;9.4;25;12.964;20.372;210;0;;7
02/05/16 00h00;10.8;1028;93;9.7;10;16.668;24.076;240;0;0;8
02/05/16 03h00;10.8;1026.7;89;9.1;20;18.52;29.632;220;0;;8
02/05/16 06h00;10.9;1025.6;92;9.7;15;18.52;27.78;200;0;;8
02/05/16 09h00;12.8;1025.3;81;9.6;15;24.076;33.336;220;0;;8
02/05/16 12h00;13.6;1025.1;81;10.4;15;24.076;38.892;230;0;;8
02/05/16 15h00;13.9;1024.3;77;9.9;20;29.632;50.004;250;0;;8
02/05/16 18h00;9.8;1024.9;91;8.4;15;12.964;31.484;320;1;;8
02/05/16 21h00;8.5;1026.6;91;7.1;12;7.408;14.816;300;0;;3
03/05/16 00h00;5.9;1027.6;94;5;0;5.556;9.26;290;0;;
03/05/16 03h00;4.9;1027.8;95;4.2;10;3.704;7.408;310;0;;3
03/05/16 06h00;5.1;1028.7;93;4.1;15;3.704;7.408;320;0;;5
03/05/16 09h00;11.7;1029.6;59;3.9;25;11.112;20.372;320;0;;3
03/05/16 12h00;13.8;1029.4;49;3.3;25;11.112;22.224;350;0;;5
03/05/16 15h00;13.9;1029;52;4.2;25;11.112;24.076;350;0;;3
03/05/16 18h00;12.1;1028.3;56;3.6;25;12.964;22.224;360;0;;1
03/05/16 21h00;7.3;1029.1;82;4.4;25;7.408;11.112;40;0;;1
04/05/16 00h00;5.9;1028.2;87;3.9;35;9.26;14.816;70;0;0;
04/05/16 03h00;3.6;1026.7;87;1.6;25;9.26;12.964;90;0;;0
04/05/16 06h00;7.6;1025.9;65;1.4;35;14.816;22.224;120;0;;1
04/05/16 09h00;14.6;1024.9;49;4;19;20.372;29.632;150;0;0;
04/05/16 12h00;17.7;1023.8;44;5.3;20;18.52;33.336;180;0;;1
04/05/16 15h00;19.1;1022.4;39;4.8;20;11.112;29.632;200;0;;4
04/05/16 18h00;15.2;1021.5;53;5.7;30;12.964;22.224;20;0;;2
04/05/16 21h00;9.7;1021.1;81;6.6;20;3.704;9.26;360;0;;1
05/05/16 00h00;7.1;1020.2;91;5.7;2.7;7.408;9.26;70;0;0;
05/05/16 03h00;6.5;1018.6;85;4.2;20;11.112;16.668;100;0;;0
05/05/16 06h00;9.8;1017.7;66;3.7;20;14.816;18.52;110;0;;2
05/05/16 09h00;18.9;1016.4;39;4.6;25;11.112;18.52;100;0;;3
05/05/16 12h00;21;1014.4;33;4.1;25;12.964;29.632;70;0;;6
05/05/16 15h00;19.4;1012.6;47;7.8;25;18.52;31.484;20;0;;6
05/05/16 18h00;16.5;1011.8;52;6.6;25;16.668;29.632;20;0;;5
05/05/16 21h00;11.2;1012.4;79;7.7;25;5.556;12.964;20;0;;3
06/05/16 00h00;9.7;1011.1;92;8.5;8;7.408;11.112;360;0;0;8
06/05/16 03h00;8.9;1009.4;95;8.1;3;5.556;9.26;10;0;;5
06/05/16 06h00;9.5;1008.5;98;9.2;1;3.704;11.112;330;0;;8
06/05/16 09h00;13.7;1007.7;78;9.9;20;1.852;11.112;80;0;;8
06/05/16 12h00;21.1;1005.8;46;9;30;9.26;16.668;50;0;;7
06/05/16 15h00;16;1005.8;65;9.4;25;18.52;33.336;210;0;;8
06/05/16 18h00;16.4;1005.1;69;10.7;25;3.704;5.556;50;;;8
06/05/16 21h00;14.1;1005.3;78;10.3;25;20.372;31.484;150;0;;8
07/05/16 00h00;13.4;1004.5;81;10.2;40;14.816;22.224;150;0;0;8
07/05/16 03h00;13;1003.1;79;9.4;25;11.112;14.816;110;;;8
07/05/16 06h00;12.3;1002.5;85;9.8;15;9.26;14.816;130;0;;8
07/05/16 09h00;15.2;1002.3;77;11.2;25;18.52;31.484;150;;;8
07/05/16 12h00;16.3;1002.4;77;12.3;25;18.52;33.336;150;0;;8
07/05/16 15h00;16.3;1002.6;77;12.3;25;20.372;31.484;200;0;;7
07/05/16 18h00;15.3;1002.6;70;9.9;25;16.668;29.632;200;0;;4
07/05/16 21h00;12.3;1003.4;67;6.3;30;3.704;9.26;100;0;;6
08/05/16 00h00;12.2;1002.5;90;10.6;17;12.964;20.372;110;0;0;8
08/05/16 03h00;13.6;1000.8;80;10.2;25;14.816;24.076;100;0;;6
08/05/16 06h00;15.3;999.7;70;9.9;25;20.372;33.336;120;;;7
08/05/16 09h00;16.9;999.4;65;10.3;25;22.224;35.188;120;0;;7
08/05/16 12h00;19.6;999.1;54;10;25;27.78;44.448;130;0;;7
08/05/16 15h00;19.7;998.9;50;9;25;25.928;48.152;170;0;;7
08/05/16 18h00;15.7;999.7;83;12.8;18;11.112;44.448;120;0;;8
08/05/16 21h00;14.8;999.7;86;12.5;25;20.372;35.188;110;0;;8
09/05/16 00h00;14.6;999.9;90;13;19;18.52;31.484;130;3;0;8
09/05/16 03h00;14.1;999.8;90;12.5;50;11.112;18.52;100;0;0;8
09/05/16 06h00;14.4;1000;82;11.4;20;18.52;29.632;100;;;7
09/05/16 09h00;16.2;1000.8;79;12.6;20;22.224;44.448;130;0;;7
09/05/16 12h00;19.4;1001.5;64;12.4;20;27.78;38.892;140;0;;7
09/05/16 15h00;20.6;1002.2;56;11.5;20;24.076;40.744;150;0;;7
09/05/16 18h00;18.1;1003.7;66;11.6;20;18.52;31.484;200;0;;5
09/05/16 21h00;12.5;1005.4;88;10.6;20;0;5.556;0;0;;1
10/05/16 00h00;10.5;1005.9;91;9.1;10;9.26;9.26;70;0;0;
10/05/16 03h00;10.6;1005.3;96;10;15;7.408;11.112;130;0;;1
10/05/16 06h00;10.4;1005.7;97;9.9;4.5;5.556;12.964;60;0;;6
10/05/16 09h00;14.7;1005.7;85;12.2;15;5.556;12.964;10;0;;7
10/05/16 12h00;19.5;1005.1;63;12.3;25;9.26;14.816;60;0;;7
10/05/16 15h00;21;1003.8;58;12.4;25;3.704;14.816;260;0;;6
10/05/16 18h00;13.9;1004.9;88;11.9;5;12.964;18.52;310;16;0;8
10/05/16 21h00;12.2;1005;94;11.3;1.3;5.556;11.112;40;0;;2
11/05/16 00h00;10.9;1004.2;97;10.4;0.4;9.26;11.112;40;0;0;
11/05/16 03h00;10;1003.3;97;9.5;0.8;9.26;11.112;40;0;;0
11/05/16 06h00;9.6;1003.4;98;9.3;0.4;3.704;9.26;20;0;;2
11/05/16 09h00;12.6;1003.3;96;12;0.9;11.112;20.372;30;0;;8
11/05/16 12h00;17.7;1002.4;77;13.6;15;16.668;27.78;40;0;;5
11/05/16 15h00;16.2;1002;77;12.2;15;14.816;31.484;20;0;;7
11/05/16 18h00;13.9;1002.1;83;11.1;15;12.964;22.224;10;;;7
11/05/16 21h00;11.1;1002.9;96;10.5;0.4;5.556;12.964;20;0;0;8
12/05/16 00h00;10.5;1002.8;98;10.2;0.2;7.408;14.816;30;0;0;8
12/05/16 03h00;10.2;1002.6;98;9.9;0.1;7.408;11.112;340;0;;8
12/05/16 06h00;10;1002.7;98;9.7;0.1;5.556;12.964;310;;;8
12/05/16 09h00;11.3;1003.2;98;11;3;3.704;12.964;10;0;;8
12/05/16 12h00;14;1003.4;84;11.3;10;7.408;14.816;10;0;;8
12/05/16 15h00;15.2;1003.5;78;11.4;20;9.26;18.52;300;0;;8
12/05/16 18h00;12.5;1004.5;91;11.1;7;12.964;20.372;320;0;;8
12/05/16 21h00;11.4;1005.7;95;10.6;6;11.112;18.52;310;0;;8
13/05/16 00h00;11.3;1006.3;93;10.2;8;9.26;16.668;310;;0;8
13/05/16 03h00;11.3;1006.2;92;10;9;9.26;18.52;280;0;;8
13/05/16 06h00;11.6;1007;91;10.2;8;9.26;16.668;280;0;;8
13/05/16 09h00;12.1;1008.1;97;11.6;0.7;12.964;20.372;320;0;;8
13/05/16 12h00;14.1;1009.3;85;11.6;5;9.26;18.52;350;0;;8
13/05/16 15h00;15.4;1010.3;75;11;8;16.668;25.928;20;0;0;8
13/05/16 18h00;14.7;1011.1;78;10.9;8;11.112;22.224;10;0;;6
13/05/16 21h00;11.5;1013.4;90;9.9;3.5;9.26;18.52;20;0;;7
14/05/16 00h00;10.6;1014.6;94;9.7;1.6;5.556;9.26;340;0;0;
14/05/16 03h00;10.9;1015;96;10.3;1.3;9.26;14.816;10;0;;7
14/05/16 06h00;10.8;1016.5;95;10;2;20.372;31.484;60;0;;8
14/05/16 09h00;13;1018.2;84;10.4;9;18.52;29.632;50;0;;7
14/05/16 12h00;17.1;1019.4;61;9.5;13;18.52;31.484;40;0;;1
14/05/16 15h00;17;1020.1;62;9.7;15;18.52;29.632;30;0;;1
14/05/16 18h00;13.9;1021.5;60;6.3;20;20.372;33.336;40;0;;0
14/05/16 21h00;9.4;1023.5;71;4.4;20;9.26;16.668;40;0;;2
15/05/16 00h00;6.6;1024.4;84;4.1;0;9.26;14.816;90;0;;
15/05/16 03h00;7.6;1024.6;77;3.8;20;5.556;9.26;70;0;;4
15/05/16 06h00;8.7;1024.8;77;4.9;20;7.408;11.112;150;0;;7
15/05/16 09h00;10.7;1025.8;70;5.4;20;7.2;10.8;210;0;0;7
15/05/16 12h00;15;1025.3;45;3.2;30;7.408;12.964;170;0;;7
15/05/16 15h00;16;1024.6;50;5.6;30;5.556;14.816;230;0;;7
15/05/16 18h00;14.7;1023.8;57;6.3;40;7.408;18.52;250;0;;7
15/05/16 21h00;11.7;1024.7;81;8.5;40;3.704;9.26;60;0;;7
16/05/16 00h00;11.7;1024.8;85;9.3;8;7.408;12.964;280;0;0;8
16/05/16 03h00;10.9;1024.2;88;9;7;1.852;7.408;250;0;;7
16/05/16 06h00;10.8;1024.2;91;9.4;4.2;3.704;7.408;340;0;;7
16/05/16 09h00;13.1;1024.5;75;8.8;12;7.408;12.964;290;0;;7
16/05/16 12h00;15.4;1024.3;59;7.4;18;11.112;24.076;300;0;;6
16/05/16 15h00;14.6;1023.7;62;7.4;18;11.112;22.224;330;0;;7
16/05/16 18h00;13.6;1023.4;71;8.4;30;14.816;22.224;320;0;;7
16/05/16 21h00;10.3;1023.7;87;8.2;8;3.704;9.26;300;0;;1
17/05/16 00h00;7.3;1023.1;95;6.6;1.2;3.704;7.408;230;0;0;
17/05/16 03h00;9.5;1021.5;96;8.9;10;3.704;5.556;200;0;;7
17/05/16 06h00;10.9;1020.9;92;9.7;9;5.556;9.26;240;0;;7
17/05/16 09h00;13.6;1020.8;75;9.2;30;11.112;18.52;200;0;;8
17/05/16 12h00;15.4;1019.5;65;8.8;40;18.52;25.928;220;0;;8
17/05/16 15h00;13.9;1018.5;69;8.3;40;20.372;31.484;220;0;;8
17/05/16 18h00;14.3;1016.6;69;8.7;50;24.076;37.04;220;0;;6
17/05/16 21h00;12.4;1015.5;84;9.8;30;20.372;33.336;200;0;;7
18/05/16 00h00;12.2;1012.8;91;10.8;18;24.076;44.448;220;1;0;8
18/05/16 03h00;12.5;1009.3;93;11.4;12;25.928;46.3;210;0;;8
18/05/16 06h00;11.5;1008;89;9.7;18;18.52;31.484;230;1;0;8
18/05/16 09h00;12.4;1007.9;82;9.4;15;24.076;53.708;260;2;;8
18/05/16 12h00;13.5;1009.1;65;7;15;29.632;53.708;280;0;;7
18/05/16 15h00;13.3;1010.2;66;7.1;15;27.78;48.152;290;0;;7
18/05/16 18h00;12.4;1011.1;71;7.3;20;27.78;42.596;300;;;7
18/05/16 21h00;11.1;1013.4;80;7.8;20;14.816;33.336;290;0;;7
19/05/16 00h00;9.1;1014.2;87;7;17;7.408;18.52;280;0;0;
19/05/16 03h00;7.4;1014.8;95;6.7;15;7.408;11.112;280;0;;2
19/05/16 06h00;9.8;1015.7;97;9.3;15;5.556;12.964;260;0;;6
19/05/16 09h00;13.4;1017.5;69;7.8;20;12.964;25.928;270;0;;7
19/05/16 12h00;12.4;1017.9;84;9.8;9;25.928;35.188;220;0;;8
19/05/16 15h00;12.7;1017.8;97;12.2;2;18.52;40.744;220;0;;8
19/05/16 18h00;13.8;1017.3;87;11.7;15;20.372;31.484;240;0;;7
19/05/16 21h00;12.8;1018.2;97;12.3;2;14.816;27.78;230;0;;8
20/05/16 00h00;12.9;1018.2;97;12.4;0.5;14.816;25.928;250;0;0;8
20/05/16 03h00;11.5;1018.3;94;10.6;14;12.964;29.632;270;0;;8
20/05/16 06h00;11.7;1018.9;88;9.8;14;11.112;18.52;240;0;;7
20/05/16 09h00;14.8;1018.7;73;10;30;16.668;29.632;220;0;;7
20/05/16 12h00;15.5;1018.2;75;11.1;30;27.78;38.892;200;0;;7
20/05/16 15h00;14.1;1016.8;94;13.1;3;25.928;38.892;190;0;;7
20/05/16 18h00;13.6;1015.8;97;13.1;3.1;25.928;40.744;210;2;0;8
20/05/16 21h00;13.2;1014.9;95;12.4;6;29.632;48.152;200;0;;8
21/05/16 00h00;12.7;1013.3;94;11.8;0;29.632;42.596;190;0;;
21/05/16 03h00;12.7;1011.5;91;11.3;8;27.78;38.892;190;0;;8
21/05/16 06h00;13;1010.5;88;11.1;10;29.632;40.744;200;;;8
21/05/16 09h00;13.4;1009.7;93;12.3;5;25.928;42.596;190;1;;8
21/05/16 12h00;13.8;1008.2;93;12.7;5;29.632;48.152;180;2;0;8
21/05/16 15h00;12.6;1008.6;93;11.5;14;18.52;42.596;240;8;0;8
21/05/16 18h00;12.6;1008;91;11.2;20;16.668;25.928;200;0;;7
21/05/16 21h00;11.5;1008.2;91;10.1;30;12.964;22.224;230;0;;7
22/05/16 00h00;10.7;1007.5;94;9.8;15;9.26;11.112;200;0;0;8
22/05/16 03h00;10.7;1006.8;93;9.6;5;11.112;24.076;270;6;;8
22/05/16 06h00;9.5;1007.8;96;8.9;12;3.704;11.112;280;;;6
22/05/16 09h00;13.1;1009.2;74;8.6;20;16.668;25.928;310;0;;6
22/05/16 12h00;13.5;1010.8;65;7;20;24.076;35.188;320;0;;7
22/05/16 15h00;14.1;1013.1;60;6.4;20;24.076;37.04;310;0;;6
22/05/16 18h00;12.3;1015.7;68;6.6;30;22.224;40.744;310;;;5
22/05/16 21h00;9.9;1017.9;86;7.7;50;11.112;18.52;280;0;0;
23/05/16 00h00;8.9;1019.3;91;7.5;19;9.26;18.52;280;0;0;
23/05/16 03h00;8.1;1020.1;92;6.9;30;5.556;11.112;270;0;;7
23/05/16 06h00;10.9;1021.1;84;8.3;30;12.964;22.224;300;;;2
23/05/16 09h00;12.3;1022.3;73;7.6;30;18.52;31.484;310;;;6
23/05/16 12h00;14.7;1022.8;61;7.3;30;18.52;31.484;330;0;;6
23/05/16 15h00;15.2;1022.7;55;6.2;30;18.52;31.484;340;0;;4
23/05/16 18h00;13.5;1022.2;55;4.6;30;14.816;22.224;350;0;;1
23/05/16 21h00;8.3;1022.3;83;5.6;30;5.556;14.816;40;0;;2
24/05/16 00h00;6.6;1021.6;91;5.2;45;9.26;11.112;90;0;0;
24/05/16 03h00;7.6;1019.7;69;2.3;30;11.112;14.816;70;0;;7
24/05/16 06h00;10.1;1018.9;61;2.9;30;11.112;18.52;100;0;;7
24/05/16 09h00;15.2;1017.7;49;4.5;40;25.928;40.744;130;0;;6
24/05/16 12h00;17.7;1015.9;47;6.2;40;20.372;38.892;110;0;;5
24/05/16 15h00;16.9;1014.6;58;8.6;40;25.928;37.04;50;0;;5
24/05/16 18h00;15.7;1014;66;9.4;25;22.224;40.744;50;0;;7
24/05/16 21h00;12.4;1014.4;72;7.5;40;22.224;38.892;60;0;;7
25/05/16 00h00;11;1013.9;80;7.7;35;20.372;31.484;60;0;0;8
25/05/16 03h00;10.3;1013.5;84;7.7;20;16.668;27.78;60;0;;7
25/05/16 06h00;10.8;1013.5;85;8.4;10;16.668;27.78;60;0;;7
25/05/16 09h00;13.2;1013.4;70;7.8;18;25.928;40.744;60;0;0;7
25/05/16 12h00;17.1;1012.7;58;8.8;15;25.928;42.596;70;0;;4
25/05/16 15h00;17.5;1012.5;64;10.6;15;29.632;42.596;50;0;;2
25/05/16 18h00;12.8;1013.4;81;9.6;5;16.668;31.484;40;1;;7
